"url","Rank","Mountain 1","Mountain 1_link","Mountain 2","Mountain 3","Mountain 3_link","Heigh Tm 1","Height Ft","Prom Inen Cem","Range 1","Range 1_link","Range 2","Range 3","Range 3_link","Coordinates 1","Coordinates 1_alt","Coordinates 2","Coordinates 2_link","Coordinates 3","Coordinates 3_link","Coordinates 4","Coordinates 4_link","Coordinates 5","Coordinates 5_link","Coordinates 6","Coordinates 6_link","Coordinates 7","Coordinates 7_link","Parent 1","Parent 2","Parent 2_link","First Ascent 1","First Ascent 2","First Ascent 2_link","Ascents 1","Country With 1","Country With 2","Country With 2_link"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","26","Kanjut Sar","https://en.wikipedia.org/wiki/Kanjut_Sar","","[dp 1]","","7,790; 7,790","25,558","1,660","Hispar","https://en.wikipedia.org/wiki/Hispar_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°12′20″N 75°25′01″E / 36.20556°N 75.41694°E / 36.20556; 75.41694 (26. Kanjut Sar (7790 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_12_20_N_75_25_01_E_&title=26.+Kanjut+Sar+%287790+m%29","36°12′20″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_12_20_N_75_25_01_E_&title=26.+Kanjut+Sar+%287790+m%29","75°25′01″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_12_20_N_75_25_01_E_&title=26.+Kanjut+Sar+%287790+m%29","36.20556°N 75.41694°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_12_20_N_75_25_01_E_&title=26.+Kanjut+Sar+%287790+m%29","36.20556; 75.41694","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_12_20_N_75_25_01_E_&title=26.+Kanjut+Sar+%287790+m%29","26. Kanjut Sar (7790 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_12_20_N_75_25_01_E_&title=26.+Kanjut+Sar+%287790+m%29","Khunyang Chhish","Khunyang Chhish","https://en.wikipedia.org/wiki/Khunyang_Chhish","1959","","","2 (1)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","27","Rakaposhi","https://en.wikipedia.org/wiki/Rakaposhi","","[dp 1]","","7,788; 7,788","25,551","2,818","Rakaposhi-Haramosh","https://en.wikipedia.org/wiki/Rakaposhi-Haramosh_Mountains","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°08′33″N 74°29′22″E / 36.14250°N 74.48944°E / 36.14250; 74.48944 (27. Rakaposhi (7788 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_08_33_N_74_29_22_E_&title=27.+Rakaposhi+%287788+m%29","36°08′33″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_08_33_N_74_29_22_E_&title=27.+Rakaposhi+%287788+m%29","74°29′22″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_08_33_N_74_29_22_E_&title=27.+Rakaposhi+%287788+m%29","36.14250°N 74.48944°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_08_33_N_74_29_22_E_&title=27.+Rakaposhi+%287788+m%29","36.14250; 74.48944","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_08_33_N_74_29_22_E_&title=27.+Rakaposhi+%287788+m%29","27. Rakaposhi (7788 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_08_33_N_74_29_22_E_&title=27.+Rakaposhi+%287788+m%29","Khunyang Chhish","Khunyang Chhish","https://en.wikipedia.org/wiki/Khunyang_Chhish","1958","","","8 (13)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","28","Namcha Barwa","https://en.wikipedia.org/wiki/Namcha_Barwa","","","","7,782; 7,782","25,531","4,106","Assam","https://en.wikipedia.org/wiki/Assam_Himalaya","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","29°37′52″N 95°03′19″E / 29.63111°N 95.05528°E / 29.63111; 95.05528 (28. Namcha Barwa (7782 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_37_52_N_95_03_19_E_&title=28.+Namcha+Barwa+%287782+m%29","29°37′52″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_37_52_N_95_03_19_E_&title=28.+Namcha+Barwa+%287782+m%29","95°03′19″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_37_52_N_95_03_19_E_&title=28.+Namcha+Barwa+%287782+m%29","29.63111°N 95.05528°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_37_52_N_95_03_19_E_&title=28.+Namcha+Barwa+%287782+m%29","29.63111; 95.05528","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_37_52_N_95_03_19_E_&title=28.+Namcha+Barwa+%287782+m%29","28. Namcha Barwa (7782 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_37_52_N_95_03_19_E_&title=28.+Namcha+Barwa+%287782+m%29","Kangchenjunga","Kangchenjunga","https://en.wikipedia.org/wiki/Kangchenjunga","1992","","","1 (2)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","29","Kamet","https://en.wikipedia.org/wiki/Kamet","","","","7,756; 7,756","25,446","2,825","Garhwal","https://en.wikipedia.org/wiki/Garhwal_Himalaya","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","30°55′12″N 79°35′30″E / 30.92000°N 79.59167°E / 30.92000; 79.59167 (29. Kamet (7756 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_55_12_N_79_35_30_E_&title=29.+Kamet+%287756+m%29","30°55′12″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_55_12_N_79_35_30_E_&title=29.+Kamet+%287756+m%29","79°35′30″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_55_12_N_79_35_30_E_&title=29.+Kamet+%287756+m%29","30.92000°N 79.59167°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_55_12_N_79_35_30_E_&title=29.+Kamet+%287756+m%29","30.92000; 79.59167","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_55_12_N_79_35_30_E_&title=29.+Kamet+%287756+m%29","29. Kamet (7756 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_55_12_N_79_35_30_E_&title=29.+Kamet+%287756+m%29","Nanda Devi","Nanda Devi","https://en.wikipedia.org/wiki/Nanda_Devi","1931","","","23 (14)","India","India","https://en.wikipedia.org/wiki/India"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","30","Dhaulagiri II","https://en.wikipedia.org/wiki/Dhaulagiri","","","","7,751; 7,751","25,430","2,397","Dhaulagiri","https://en.wikipedia.org/wiki/Dhaulagiri","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°45′46″N 83°23′18″E / 28.76278°N 83.38833°E / 28.76278; 83.38833 (30. Dhaulagiri II (7751 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_45_46_N_83_23_18_E_&title=30.+Dhaulagiri+II+%287751+m%29","28°45′46″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_45_46_N_83_23_18_E_&title=30.+Dhaulagiri+II+%287751+m%29","83°23′18″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_45_46_N_83_23_18_E_&title=30.+Dhaulagiri+II+%287751+m%29","28.76278°N 83.38833°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_45_46_N_83_23_18_E_&title=30.+Dhaulagiri+II+%287751+m%29","28.76278; 83.38833","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_45_46_N_83_23_18_E_&title=30.+Dhaulagiri+II+%287751+m%29","30. Dhaulagiri II (7751 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_45_46_N_83_23_18_E_&title=30.+Dhaulagiri+II+%287751+m%29","Dhaulagiri","Dhaulagiri","https://en.wikipedia.org/wiki/Dhaulagiri","1971","","","4 (11)","Nepal","Nepal","https://en.wikipedia.org/wiki/Nepal"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","31","Saltoro Kangri","https://en.wikipedia.org/wiki/Saltoro_Kangri","/ K10","[dp 1]; [dp 3]","; ","7,742; 7,742","25,400","2,160","Saltoro","https://en.wikipedia.org/wiki/Saltoro_Mountains","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°23′57″N 76°50′53″E / 35.39917°N 76.84806°E / 35.39917; 76.84806 (31. Saltoro Kangri / K10 (7742 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_23_57_N_76_50_53_E_&title=31.+Saltoro+Kangri+%2F+K10+%287742+m%29","35°23′57″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_23_57_N_76_50_53_E_&title=31.+Saltoro+Kangri+%2F+K10+%287742+m%29","76°50′53″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_23_57_N_76_50_53_E_&title=31.+Saltoro+Kangri+%2F+K10+%287742+m%29","35.39917°N 76.84806°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_23_57_N_76_50_53_E_&title=31.+Saltoro+Kangri+%2F+K10+%287742+m%29","35.39917; 76.84806","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_23_57_N_76_50_53_E_&title=31.+Saltoro+Kangri+%2F+K10+%287742+m%29","31. Saltoro Kangri / K10 (7742 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_23_57_N_76_50_53_E_&title=31.+Saltoro+Kangri+%2F+K10+%287742+m%29","Gasherbrum I","Gasherbrum I","https://en.wikipedia.org/wiki/Gasherbrum_I","1962","","","2 (1)","India • Pakistan[dp 1][dp 3]","India; Pakistan; [dp 1]; [dp 3]","https://en.wikipedia.org/wiki/India; https://en.wikipedia.org/wiki/Pakistan; ; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","32","Kumbhakarna / Jannu","https://en.wikipedia.org/wiki/Jannu","","","","7,711; 7,711","25,299","1,036","Kangchenjunga","https://en.wikipedia.org/wiki/Kangchenjunga","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","27°40′56″N 88°02′40″E / 27.68222°N 88.04444°E / 27.68222; 88.04444 (32. Jannu (7711 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_40_56_N_88_02_40_E_&title=32.+Jannu+%287711+m%29","27°40′56″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_40_56_N_88_02_40_E_&title=32.+Jannu+%287711+m%29","88°02′40″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_40_56_N_88_02_40_E_&title=32.+Jannu+%287711+m%29","27.68222°N 88.04444°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_40_56_N_88_02_40_E_&title=32.+Jannu+%287711+m%29","27.68222; 88.04444","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_40_56_N_88_02_40_E_&title=32.+Jannu+%287711+m%29","32. Jannu (7711 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_40_56_N_88_02_40_E_&title=32.+Jannu+%287711+m%29","Kangchenjunga","Kangchenjunga","https://en.wikipedia.org/wiki/Kangchenjunga","1962","","","17 (12)","Nepal","Nepal","https://en.wikipedia.org/wiki/Nepal"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","33","Tirich Mir","https://en.wikipedia.org/wiki/Tirich_Mir","","","","7,708; 7,708","25,289","3,910","Hindu Kush","https://en.wikipedia.org/wiki/Hindu_Kush","","","","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°15′19″N 71°50′30″E / 36.25528°N 71.84167°E / 36.25528; 71.84167 (33. Tirich Mir (7708 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_19_N_71_50_30_E_&title=33.+Tirich+Mir+%287708+m%29","36°15′19″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_19_N_71_50_30_E_&title=33.+Tirich+Mir+%287708+m%29","71°50′30″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_19_N_71_50_30_E_&title=33.+Tirich+Mir+%287708+m%29","36.25528°N 71.84167°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_19_N_71_50_30_E_&title=33.+Tirich+Mir+%287708+m%29","36.25528; 71.84167","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_19_N_71_50_30_E_&title=33.+Tirich+Mir+%287708+m%29","33. Tirich Mir (7708 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_19_N_71_50_30_E_&title=33.+Tirich+Mir+%287708+m%29","Batura Sar","Batura Sar","https://en.wikipedia.org/wiki/Batura_Sar","1950","","","20 (11)","Pakistan","Pakistan","https://en.wikipedia.org/wiki/Pakistan"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","112","Molamenqing","https://en.wikipedia.org/wiki/Molamenqing","","","","7,703; 7,703","25,272","433","Langtang","https://en.wikipedia.org/wiki/Langtang","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°21′18″N 85°48′35″E / 28.35500°N 85.80972°E / 28.35500; 85.80972 (Molamenqing (7703 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_21_18_N_85_48_35_E_&title=Molamenqing+%287703+m%29","28°21′18″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_21_18_N_85_48_35_E_&title=Molamenqing+%287703+m%29","85°48′35″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_21_18_N_85_48_35_E_&title=Molamenqing+%287703+m%29","28.35500°N 85.80972°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_21_18_N_85_48_35_E_&title=Molamenqing+%287703+m%29","28.35500; 85.80972","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_21_18_N_85_48_35_E_&title=Molamenqing+%287703+m%29","Molamenqing (7703 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_21_18_N_85_48_35_E_&title=Molamenqing+%287703+m%29","Shishapangma","Shishapangma","https://en.wikipedia.org/wiki/Shishapangma","1981","","","1 (0)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","34","Gurla Mandhata","https://en.wikipedia.org/wiki/Gurla_Mandhata","","","","7,694; 7,694","25,243","2,788","Nalakankar","https://en.wikipedia.org/wiki/Nalakankar_Himal","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","30°26′19″N 81°17′48″E / 30.43861°N 81.29667°E / 30.43861; 81.29667 (34. Gurla Mandhata (7694 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_26_19_N_81_17_48_E_&title=34.+Gurla+Mandhata+%287694+m%29","30°26′19″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_26_19_N_81_17_48_E_&title=34.+Gurla+Mandhata+%287694+m%29","81°17′48″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_26_19_N_81_17_48_E_&title=34.+Gurla+Mandhata+%287694+m%29","30.43861°N 81.29667°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_26_19_N_81_17_48_E_&title=34.+Gurla+Mandhata+%287694+m%29","30.43861; 81.29667","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_26_19_N_81_17_48_E_&title=34.+Gurla+Mandhata+%287694+m%29","34. Gurla Mandhata (7694 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_26_19_N_81_17_48_E_&title=34.+Gurla+Mandhata+%287694+m%29","Dhaulagiri","Dhaulagiri","https://en.wikipedia.org/wiki/Dhaulagiri","1985","","","6 (4)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","35","Saser Kangri","https://en.wikipedia.org/wiki/Saser_Kangri","I / K22","","","7,672; 7,672","25,171","2,304","Saser","https://en.wikipedia.org/wiki/Saser_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","34°52′00″N 77°45′09″E / 34.86667°N 77.75250°E / 34.86667; 77.75250 (35. Saser Kangri I / K22 (7672 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=34_52_00_N_77_45_09_E_&title=35.+Saser+Kangri+I+%2F+K22+%287672+m%29","34°52′00″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=34_52_00_N_77_45_09_E_&title=35.+Saser+Kangri+I+%2F+K22+%287672+m%29","77°45′09″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=34_52_00_N_77_45_09_E_&title=35.+Saser+Kangri+I+%2F+K22+%287672+m%29","34.86667°N 77.75250°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=34_52_00_N_77_45_09_E_&title=35.+Saser+Kangri+I+%2F+K22+%287672+m%29","34.86667; 77.75250","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=34_52_00_N_77_45_09_E_&title=35.+Saser+Kangri+I+%2F+K22+%287672+m%29","35. Saser Kangri I / K22 (7672 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=34_52_00_N_77_45_09_E_&title=35.+Saser+Kangri+I+%2F+K22+%287672+m%29","Gasherbrum I","Gasherbrum I","https://en.wikipedia.org/wiki/Gasherbrum_I","1973","","","6 (4)","India","India","https://en.wikipedia.org/wiki/India"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","36","Chogolisa","https://en.wikipedia.org/wiki/Chogolisa","","[dp 1]","","7,665; 7,665","25,148","1,624","Masherbrum","https://en.wikipedia.org/wiki/Masherbrum_Mountains","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°36′47″N 76°34′29″E / 35.61306°N 76.57472°E / 35.61306; 76.57472 (36. Chogolisa (7665 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_36_47_N_76_34_29_E_&title=36.+Chogolisa+%287665+m%29","35°36′47″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_36_47_N_76_34_29_E_&title=36.+Chogolisa+%287665+m%29","76°34′29″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_36_47_N_76_34_29_E_&title=36.+Chogolisa+%287665+m%29","35.61306°N 76.57472°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_36_47_N_76_34_29_E_&title=36.+Chogolisa+%287665+m%29","35.61306; 76.57472","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_36_47_N_76_34_29_E_&title=36.+Chogolisa+%287665+m%29","36. Chogolisa (7665 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_36_47_N_76_34_29_E_&title=36.+Chogolisa+%287665+m%29","Gasherbrum I","Gasherbrum I","https://en.wikipedia.org/wiki/Gasherbrum_I","1975","","","4 (2)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","113","Dhaulagiri IV","https://en.wikipedia.org/wiki/Dhaulagiri","","","","7,661; 7,661","25,135","469","Dhaulagiri","https://en.wikipedia.org/wiki/Dhaulagiri","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°44′09″N 83°18′55″E / 28.73583°N 83.31528°E / 28.73583; 83.31528 (Dhaulagiri IV (7661 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_09_N_83_18_55_E_&title=Dhaulagiri+IV+%287661+m%29","28°44′09″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_09_N_83_18_55_E_&title=Dhaulagiri+IV+%287661+m%29","83°18′55″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_09_N_83_18_55_E_&title=Dhaulagiri+IV+%287661+m%29","28.73583°N 83.31528°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_09_N_83_18_55_E_&title=Dhaulagiri+IV+%287661+m%29","28.73583; 83.31528","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_09_N_83_18_55_E_&title=Dhaulagiri+IV+%287661+m%29","Dhaulagiri IV (7661 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_09_N_83_18_55_E_&title=Dhaulagiri+IV+%287661+m%29","Dhaulagiri II","Dhaulagiri II","https://en.wikipedia.org/wiki/Dhaulagiri_II","1975","","","2 (10)","Nepal","Nepal","https://en.wikipedia.org/wiki/Nepal"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","37","Kongur Tagh","https://en.wikipedia.org/wiki/Kongur_Tagh","","","","7,649; 7,649","25,095","3,585","Kongur Shan","https://en.wikipedia.org/wiki/Kongur_Shan","(Eastern","Pamirs","https://en.wikipedia.org/wiki/Pamirs","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","38°35′36″N 75°18′48″E / 38.59333°N 75.31333°E / 38.59333; 75.31333 (37. Kongur Tagh (7649 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=38_35_36_N_75_18_48_E_&title=37.+Kongur+Tagh+%287649+m%29","38°35′36″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=38_35_36_N_75_18_48_E_&title=37.+Kongur+Tagh+%287649+m%29","75°18′48″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=38_35_36_N_75_18_48_E_&title=37.+Kongur+Tagh+%287649+m%29","38.59333°N 75.31333°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=38_35_36_N_75_18_48_E_&title=37.+Kongur+Tagh+%287649+m%29","38.59333; 75.31333","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=38_35_36_N_75_18_48_E_&title=37.+Kongur+Tagh+%287649+m%29","37. Kongur Tagh (7649 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=38_35_36_N_75_18_48_E_&title=37.+Kongur+Tagh+%287649+m%29","Distaghil Sar","Distaghil Sar","https://en.wikipedia.org/wiki/Distaghil_Sar","1981","","","2 (4)","China","China","https://en.wikipedia.org/wiki/China"
