92,10
73,98
85,18
15,18
89,90
79,50
10,86
20,65,96
98,95,31
98,95
55,88
50,15
71,98
80,50
19,12
65,87
45,89
8,2
69,64
29,84
28,65
33,28
85,18
10,86
89,10
86,10
32,63
18,9
79,50
65,20
50,79
65,20
76,86
11,28
63,65
65,20
55,33
98,95
65,1,94
18,85
8,50
86,69
98,95,82
20,65
65,20
4,10
10,5
98,50
52,18
10,86,7
71,65
31,37
27,65
15,83
70,10
95,98
71,36
19,59
4,50
98,95
92,45
18,50
53,25
15,10,86
50,79
43,85
95,98
98,95
25,10
20,60
60,18
68,18
85,64
39,17
23,82
39,10
2,60
50,79
65,20
10,86
32,55
79,50
65,20
65,20
50,79
28,65
10,86,72
37,40
18,67
4,1
10,23
56,50
72,10
46,53
10,18
18,85
86,37
70,98
42,98
95,98
18,85
20,65
52,48
41,5
76,92
36,18
65,31
39,63
16,32
36,10
64,81
18,85
18,85
7,18
86,10
20,65
18,85
32,40
65,20
95,98
19,18
8,91
13,83
85,91
65,20
10,98
98,95
10,88
75,88
79,50
50,89
77,57
50,10
98,14
59,42
54,65
97,20
18,85
78,10
25,95
67,21
65,20
70,65
10,86
98,95
50,79
86,10
50,10
56,39
50,79
65,20
11,10
18,68
50,29
81,36
19,65
18,85
28,15
65,20
98,95
65,20
59,98
20,65
94,85
2,18
44,10
79,2,50
98,50
98,35
10,61
10,86
40,98
10,86
65,20
49,70
7,5
10,61
62,98
73,65
40,98
93,50
81,46
72,50
58,80
59,12
98,95
74,61
5,80
62,50
5,65
10,27
71,44
50,79
65,50
50,79
72,65
13,82
44,28
20,65
95,98
84,99
18,29
49,47
2,31
3,31
72,15
85,18
82,29
28,65
42,46
65,2
65,20
84,97
17,67
85,18
77,57
25,98
20,65
99,50
5,14
65,20
55,18
51,18
18,10,85
85,18
65,20
4,94
79,50,51
65,50
18,85
98,95
65,20
85,18
7,18
18,85
97,70
65,20
71,30
5,81
11,94
41,50
84,53
64,42
44,13
79,50
91,23
65,57
81,17
2,43
65,20
48,50
21,98
99,56
69,65
86,10
75,65
65,20
18,85
17,65
18,85
18,65
26,91
43,15
58,6
10,86
83,16
10,86
98,95
18,85
5,65
98,53
35,53
96,10
53,43
65,20
50,79
18,35
4,53
18,85,65
35,11
50,79,35
18,85
18,85
8,22
10,46
97,17
62,12
10,76
86,10,64
87,8
98,95
1,88
39,58,50
50,79
98,95
37,9
71,18
98,95
8,29,65
89,82
50,79
64,98
98,95
96,18
34,50,79
8,50
10,86
50,79
41,94
95,98
47,98
93,18
50,31
98,93
30,21
13,43
98,29
79,12
69,98
50,79
50,79
43,62
98,59
10,86
89,10
18,85
98,30
58,50,15
66,31
10,29
54,43
50,79
50,79
18,85
5,14
89,98
59,45
87,98
95,98
18,65
81,24
39,18
61,33
86,10
42,56
46,66
56,11,80
98,93
56,57
55,9
85,61,18
97,87
85,18
63,58
6,28
65,55
12,72
5,9
10,86
8,9
77,66
37,32
54,80,15
10,86
98,95
85,98
98,22
95,7
75,33
31,55
20,65
68,82
98,95
65,63
86,10
65,20
75,65
64,65
10,86
53,98
90,76
53,83
98,95
95,98
10,2
50,6
18,85,64
40,98
10,86
12,90
18,85
18,98
78,6,50
98,95
24,31
3,98,95
79,50
71,10
10,86
8,31
10,86
98,95
39,88
10,86,61
94,59
37,57
58,50
36,18
50,79
95,98
34,38
9,11
65,20
20,65
60,98
49,2
10,86
14,68
72,10
1,30
74,65
89,10,86
86,10
38,63
51,87
18,85
23,10
20,65
39,64
68,50
76,10
65,32
98,90
35,59
7,65
2,87
79,96
53,85
37,98
84,50
71,10
47,60
49,10
98,10
15,63
98,50
29,5
52,61
39,98
25,43
43,23
16,31
18,85
89,26
10,1
73,10
91,76
7,13
87,10
70,92
50,76
49,41
98,95
65,10
20,65
18,21
18,85
56,38
45,31
25,18
84,65
42,98
66,15
91,35
67,35
55,98
75,43
25,70,50
10,65
56,5
83,56
50,79
86,91
50,79
65,20
45,28
65,20
10,86
90,98
98,95
59,45
6,50
29,41
10,86
15,98
50,93
65,20
35,76
74,7
98,54
46,98
65,20
24,95
77,18
50,79
2,86
26,78,34
98,95
98,9
65,82
65,20
18,98
10,34
53,98
47,51
12,16
18,85
55,18
18,99
74,59
21,98
64,17
18,91
65,20
31,18
33,65
58,10
82,10
96,52
35,82
78,98
79,50
50,79
67,18
18,85
18,71
56,10
65,20
39,1
55,62
65,20
10,86
18,85
16,72
24,18
50,13
60,65
85,18
95,98
25,65
72,42
76,14
49,90,18
30,68
18,42
20,65
55,24
98,95
98,53
76,98
98,50
95,98
98,95
70,50
86,10
43,68
77,50,79
10,50,79
24,10
92,56
62,42
10,14
18,68,85
24,10
53,65
65,20
46,10
55,98
18,85
10,50
18,85
85,18,65
18,85
10,86
19,85
10,86
48,52
2,17
98,95
10,86
3,60
65,19
43,37
14,90
18,57
13,71
15,65
6,61
18,85
18,85
98,95
21,18
5,65
98,95
65,20
65,20
95,26
54,50
75,45
18,85
73,78
33,98
30,10
10,86
28,91
50,79
98,95
39,50
18,85
93,89
34,84
36,50
72,14
10,86
38,59
95,98
18,29
50,67
18,85
50,79
13,65
64,59
27,10
33,10
54,98
55,74
10,86
43,82
34,50
1,92
85,18
77,16
60,61
18,9
50,98
75,68
65,76
76,49
85,45,18
24,98
87,76
18,85
98,95
65,70
39,89
50,79
33,10
18,54
81,14
60,81
65,43
63,36
82,10,86
13,90
50,77
95,98
39,53
22,26
65,20
18,50
16,98
50,79
96,18
87,36
34,10,86
85,18
14,40
47,51
10,86
85,18
64,27
10,86
29,76
54,10
51,50
27,98
10,86
12,10
18,39
52,83
98,58
79,50
10,86
54,12
1,65
18,50
7,65
97,76
57,55
26,40
48,85
21,24
44,35
58,10
73,98
18,85
89,22
20,65
63,64
18,85
20,65
65,20
62,57,76
18,44
35,61
89,85
98,95
84,50
37,47
85,18,83
92,8
10,86
50,79,68
85,65
10,86
90,18
89,65,20
23,74
65,95
64,33
43,84
18,85,5
7,23
44,18
59,41
25,24
98,95
98,95
36,66
41,99
64,70
98,95
65,83
49,10
65,20
14,46
50,46
18,30
13,10
95,98
18,73
41,12
28,85
65,46
50,10
34,23
87,70
83,23
91,44
48,90
25,20
86,6
43,86
84,23
53,50
65,20
53,34
11,10
54,96
83,10
65,20
18,99,85
83,4
18,85
82,53
36,7
28,10
86,10
10,86
19,98
92,83
48,56
18,85
98,95
77,62
46,79
20,65
95,63
36,45
50,80
65,20
10,86
86,10
62,50
98,95
16,28
50,62
18,85
6,4
52,18
50,44
5,97
18,77
57,10
10,86
50,79
80,50,79
19,50
96,47
62,50
72,60
85,18
18,31
65,20
80,65
8,18
20,65
70,21
12,81
79,50
65,20
49,65,20
25,55
37,7
42,65
50,79
85,18
69,4
50,79
5,99
43,10
74,94
62,50
50,79
62,18
50,79
18,85
10,86
65,20
12,18
98,95
57,98
65,48
13,20
42,58
38,65,20
58,98
80,65
69,94
18,85
98,95
65,20
25,70
98,95
79,50
86,10
23,95
81,18
50,64
18,74
29,50,79
40,6
25,57
27,48
98,27
2,43
44,73
89,50
89,18
50,79
38,91
87,36
50,79
65,20
49,10
17,10
18,85
4,10
3,76
20,65
90,18
50,79
83,41
86,10
65,6
65,20
60,96
50,65
90,10
20,65
50,48
47,5
50,79
14,30
20,65
54,98
64,6
98,22
86,1
88,50
56,53,55
50,74
54,50
13,18
94,18
98,95
95,98
63,93
80,10
98,95,36
36,31
10,86
11,26
66,80
64,18
29,18
65,20
60,65
32,10
89,30
77,11
10,86
6,29
65,94
38,8
50,79
98,62
65,20
98,23
50,79
50,79
87,17
78,53
98,60
94,50
13,38
23,42
91,13
43,15
51,68,78
90,28
35,16
55,43
18,46
93,3
10,86
96,18
65,20
71,85
20,32
65,20
10,86
98,95
34,2
54,98
59,89
95,98
36,70
65,20
61,98,31
58,98
10,57
5,65
98,21
65,81,53
94,65
2,89
50,79
78,18
50,79
98,95
35,41
50,98
62,10,86
17,18
98,95
36,65
65,50,20
3,9
18,10,86
18,74
32,44
39,98
53,7
65,20
26,72
15,57
9,65
98,95
4,34
50,79,5
53,98
6,64
85,18
88,57
65,18
57,37
41,89
42,79
12,99
7,85
86,65
28,48
62,18
10,86
4,51
98,95
98,95
9,10
95,98
98,65
50,14
18,85
16,61
9,65
13,3
84,7
54,92
75,58
98,95
3,50
95,98,12
50,79,75
95,98
65,73
8,20
98,95
50,79
18,85
10,49
39,60
65,20
18,85
98,95,65
79,50
7,17
27,83
24,18
18,48
26,29,75,78
10,86
33,60
9,31,75,8
39,65
50,79
68,18
15,18,65
79,50
80,50
56,25
80,35
71,90
29,66
85,69
27,12
55,31,10
87,10
93,13
63,65
54,55
98,66
74,98
50,22
50,79
10,18
68,1
95,98
2,10
65,20
18,15
1,24
10,59
10,86
90,37
11,50
18,85
1,18
50,79,61
26,11
98,65
19,50
98,45
12,65
57,98
87,98
45,18
50,4
50,79
18,52
65,20
18,98
35,59
38,60
94,46
10,86
30,40
83,19
97,65
50,79
98,61
10,33
92,18
79,50
98,95
43,26
18,55
73,81
27,10
16,18
98,95
84,50
43,50
1,99
98,95
18,85
56,75
22,37
52,11
50,79
98,88
40,30
91,84
83,98
67,50
31,18
64,59
86,10
58,74
97,50
38,35
50,79
93,76
50,32
73,18
18,85
13,98
42,98
97,55
98,95
80,65,17
57,72
18,34
65,18
35,67
79,50
95,98
47,50
97,75
43,39
78,74
58,60
29,88
61,18
90,5
13,4
18,85
14,38
50,79
65,20
7,18
94,10
8,10
98,67
65,58
50,79
24,23
98,95
50,79
57,55
18,51
78,85
50,70
18,4
12,47
15,50
68,50
36,18
31,17
29,36
86,10
65,27
76,18
18,85
65,20
72,81
43,65
31,98
95,98
65,20
77,98
63,15
30,10
69,65
83,63
10,49
57,80
50,79
98,21
50,98
18,79,50
50,79,36
50,79
95,98
86,10
78,65
65,20
80,26,12
49,98
86,10
56,98
44,98
57,94
50,79
35,44
3,96
50,79
56,55
63,98
61,67
80,27
47,96
18,85
8,26
8,18
50,79
83,90
65,20
12,59
30,95
78,45
55,93
21,69,81
18,85
95,98
73,50
38,34
9,71
12,4
98,90
91,10
90,7
47,91
10,86
10,30
93,62
63,25
39,91
98,59
98,10
98,8
85,18
18,85
65,8
2,88
54,18
85,18
10,98
65,20
14,82
51,98
67,80
10,69
47,58
40,46
64,87
34,55
26,73
11,98
18,69
40,18
5,81
36,51
94,63
56,17
65,63
50,10
65,20
50,79
98,95
10,86
50,79
85,18
10,33
98,36
1,67,22
72,3
67,50
20,65
50,79
65,20
34,65
14,64
73,50
93,65
20,65
92,18
63,4
98,16
9,24
73,79
18,85
10,86
14,42
22,98
10,58
25,98
86,10
24,29
33,20
62,50
55,6
55,18
18,85
12,10
98,77
7,50
37,69
96,50
95,98
98,95
61,19
79,50
14,29
96,66
36,78
56,33
20,65
74,65
89,35
41,71
79,94
68,65
98,95
73,16
7,93
10,86
46,70
79,50
47,18
48,36
98,78
72,41
50,79
24,10
44,31
65,20
65,10
98,95
20,65
40,10
56,98
98,95
65,20
54,65
63,34
52,65
4,18
27,22
10,68
32,38
98,92
38,27
56,50
10,64
50,79
48,46
98,95
96,46
18,85
84,69
79,50
13,69
65,44
18,85
10,86
37,50
50,79
65,20
63,41
42,39,18
74,23,11
50,79
65,20
18,85
65,20
10,86
10,6
19,81,53
25,9
78,17
6,21
95,98
91,58
11,29
10,86
18,79
50,83
58,1
17,22
57,10
52,26
98,15
95,98
98,95
50,79,65
86,10
65,20
65,56
85,18
85,18
10,86
29,18
66,48
67,99
89,18
54,98
72,17
65,20,42
77,7
36,30
4,18
12,41
10,86
19,50
95,98
14,10
65,20
18,85
98,95
30,50
18,85
39,90
10,37
18,85
56,40
10,86
54,89
80,7
61,50
92,65
65,20
98,95
55,98
24,50
47,84
65,20
18,85
66,65
57,80
24,61
98,29
98,95
1,65
98,50,95
44,59
86,10
32,25
64,6
98,95
13,98
87,53
45,18
12,10
42,17
84,20
28,15
9,11
67,57
87,98
35,22
37,10
98,95
10,86
64,47
32,18
31,27
85,18
50,79
2,98
7,37
84,83
22,49
29,97
26,33
10,38
65,20
91,56
50,90
18,10
10,86
95,98
47,17
98,92
50,79
17,97
51,3
33,65
75,77,19
18,85
10,98
72,29
98,4
30,4
50,79
30,13
67,61
68,39
68,82
68,58
99,1
50,79
20,31,65
40,65
98,95
1,10
9,50
39,98
98,95
91,10
61,33
95,98
27,93
95,98
23,98
53,65
69,89
28,13
98,58
56,18
18,85
50,25
47,10
18,85
18,19
20,65
40,65
25,14
8,55
65,20
8,80
83,57
18,85
50,98
55,70
43,59
79,50
98,95
52,87
95,98
60,50,79
30,98
9,84
50,79
10,86
50,79,74
79,50
65,63
50,79
65,20
52,47
34,56
12,50
19,65
65,98
50,79
18,77
50,79
92,79
15,28
65,22
1,50
50,69
64,92
41,94
29,18
15,2
51,69
83,50
10,86
98,87
44,33
46,10
79,50
10,86
37,99
90,10
18,85
29,18
99,33
18,41
20,65
10,86
74,10
85,18
65,64,20
51,75
98,26
14,59
10,86
50,79
99,15
98,95
93,74,77
95,98
92,24
10,23
16,82
18,24
54,98
96,98
98,50
76,15
81,97
65,60
50,6
6,50
97,11
50,79
50,30
98,95
5,88
82,45
50,79
10,86
12,45
92,31
18,85
22,10,86
19,55
47,19
65,20
79,50,53
2,18
50,79
65,25
10,36
4,98
25,28,1
98,95
19,26
18,41
1,14
62,19
36,32
69,10
60,14
14,62
10,86
79,50
3,88
76,63
72,18
61,9
65,20
65,20
25,18,85
10,86
28,19
65,90
82,50,79
10,86
31,79
56,16
3,46
98,95
71,64
30,26
10,50
88,9
10,62
10,86
53,34
8,53
42,46
30,98
33,27
65,64
76,92
24,94,4
60,10
40,50
49,10
76,10
86,10
98,95
7,41
3,6
63,46
53,39
19,65
73,50
62,25
18,85
31,38
54,50
65,20
91,70
55,50
38,53
95,98
18,85
20,65
64,50
50,87
65,20
18,85
65,20
10,86
29,35
65,20
95,98
95,98
11,60
50,13
66,18
20,65
92,79
94,22
91,52,23
44,65
18,14
10,86
50,71
10,65
6,50
65,20
98,95
25,50
26,10
86,10
98,81
10,50
18,85
10,86
10,44
21,40
10,82
77,10
23,64
65,20,23
98,95
18,65
65,20
11,78
93,30
10,86
13,81
86,20
11,2
65,32
50,79
65,10
18,85
11,94
18,85
18,85
52,18
65,31
85,18
98,92
18,59
6,10
97,73
22,41
20,65,18
65,73
50,20
13,43
18,85
18,98,85
34,81
85,18
10,86
86,10
50,93
10,76,61
48,64
5,98
10,86
65,11
73,65
18,14
65,20
10,86
17,5
66,18
12,24
77,18
85,18
73,89
52,80
15,25
65,21
92,16
18,85
26,77
62,50,10
98,95
50,79
47,95
18,85
37,50
85,18
65,20
25,18
65,4
47,98
18,76
81,3
80,61
19,21
98,56
18,85
23,10
15,65
10,9
42,87
65,20
10,98
70,50
18,85
18,40
10,20
77,18
5,71
18,85,50
45,6
98,95,64
14,75
4,78
44,20
27,96
29,22
60,92
81,2
26,18
14,65
86,10
98,95
50,79
10,86
33,87
2,86
88,1
10,86,50
10,63
9,65
17,56
65,20
18,85
25,42
55,44
96,23
6,49
98,18
56,98
62,24
98,95
32,13
7,86
18,50
34,65
50,10
93,18
6,25
11,24
19,18
78,23
79,50
71,2
47,3
10,98
36,6
95,63,98
43,50
98,30
72,18
51,24
78,29
30,44
23,48
5,27
10,98
10,86
65,20
20,65
50,45
51,92
40,80,6
14,95
7,18
65,20
49,84
50,49
65,20
10,86,98
70,50
89,17
51,78
57,78
98,66
95,98
50,79
34,14
10,86
21,50
65,20
34,98
86,10
1,93
12,19
50,43
50,79
20,65
42,65
65,10
80,58
27,65
14,18
2,58
44,50
5,93
18,85
68,98
10,86
65,20
50,79
85,18
98,95
85,18
65,20
59,65
41,65,20
78,69
6,10
50,9
41,67
40,57
65,20
55,18
11,69
95,98
35,21
95,97
65,85,18
18,85
79,50
12,91
17,73
18,85
38,53
65,22
99,90
50,60
10,86
77,11
67,62
70,18
95,98
85,18
29,83,53
77,18,85
90,23
98,95
72,4,62
65,10
51,65
59,65
18,84
18,85
98,73
88,93
44,3
55,3
79,50
90,64
10,86
43,49
65,20,97
86,10
18,85
1,96
4,98
61,65
19,94
80,98,95
71,97,15
24,59
90,98
65,20
50,79
48,14,97
64,7
86,10
72,39
34,62
76,88
57,65
9,54
98,59
70,2
53,44
10,86
75,98,95
48,24
12,93
74,87
3,11
65,75
53,6
65,20
50,18
28,97
58,98
76,50
1,52
95,98
93,22
10,53
31,10
61,55
70,28
4,10
12,35
65,25
57,92
65,20
98,95
59,35
29,41
37,98
50,79
98,95
10,86
67,98
18,85
72,18
65,20
78,93
26,62
21,53
79,50
48,27
32,8
80,17
72,11
23,7
39,76
20,65
62,50
42,1
98,20,95
98,95
50,79,89
65,20,4
65,20,17
65,20
49,98
50,77
6,17
62,10
74,86
50,79
56,68
98,95
92,20
62,92
85,18
65,76
62,13
10,86,50
94,69
87,6
31,18
10,86
1,25
86,10
65,20
77,83
65,20
18,16
60,29
50,79
18,42
98,95
65,20
36,65
10,77
39,62
47,6
65,20
99,34
23,95
64,41
67,81
98,64
29,65
65,20
65,62
35,38
10,86
56,33
48,10
65,20,18
89,10
10,99
80,20,65
51,82
68,54
41,18
10,53
98,95
41,74
28,10
50,79
90,18
58,15
79,50
66,49
87,18
2,32
65,20
65,20,25
20,65
98,95
55,41
20,65
31,62
65,20
50,8
99,76
52,34
64,50
57,18
8,10
42,98
18,92
32,23
65,58
67,42
65,20
18,85
6,4
65,60
26,39
55,80
58,95
20,65
87,51
45,65
65,20
65,81
10,86
98,65
50,58
18,85
98,95
98,86
50,79
86,10
86,10
73,13
35,18
34,23
50,79
83,65
18,85
2,97
18,34
58,65
65,20
32,50
17,94
18,74
75,50
74,33
98,95
16,92
50,59
18,67
76,65,20
98,95
79,50,98
73,65
65,23
43,12,93
85,93
66,77
39,46,87
68,10
14,52
72,83
94,98
4,65
96,42
55,16
65,20
18,85
98,35
18,85,10
91,85
76,94
20,65
90,44
81,8
65,38
78,62
26,28
86,10
97,98
9,32
8,43
18,85
18,85
13,62
98,95
50,89,79
18,85
81,10
89,70
98,95
95,98
4,98,95
84,65
46,10,93
12,72
43,75
50,65
10,29
7,61
20,65
93,72
66,18
65,20
18,85
81,93
49,98
10,86
72,87
69,98
30,88
5,33
10,86
64,18
88,99
95,22
53,34
98,95
50,18
58,83
85,18
61,30
35,98
23,4,45
18,10
65,20
36,65
84,39
10,86
21,14
80,10
65,20
72,10
99,63
86,10
98,95
64,82
39,50
65,20
57,7
48,39
98,95,87
17,58
38,43
95,10
98,95
98,95
10,86
98,40
36,32
47,20
10,59
50,79
55,18
97,41
45,74
65,20,14
18,85
98,95
18,85
82,83,19
61,92
98,95
72,19
10,86
18,85
8,10
49,98
18,85
69,86
18,62
10,86
18,85
14,18
95,98
10,60
98,65
57,18
40,57
85,18
98,95
98,65
57,26
18,85
42,10
49,79
66,35
10,86
36,65
81,98
18,85
98,95
98,97
97,7
29,46,90
18,76
65,20
74,6
18,85
88,36
57,65
65,20
63,86
45,10
65,20
60,50
98,18
50,79
94,95
62,16
50,39
8,18
86,10
57,28
92,29
92,18
50,79
10,86
40,48
53,70
49,39
8,99
65,20
17,10
94,65
4,98
87,50
96,18
18,44
18,54
10,86
92,6
10,8
53,14
73,44
50,79
91,10
37,84
85,18
50,30
63,55
79,8
18,85
50,79
50,72,79
94,50
30,18
87,64
50,79
4,65
72,98
18,62
99,2
50,33
24,98
65,20
81,35
50,63
41,57
50,79
95,98
98,17
66,65
79,50
68,49
96,10
52,63
65,20
90,98
93,78
65,20
45,50
17,18
88,31
4,71
98,87
79,50
22,43
50,79
10,86
50,79
99,18
15,60
85,18
50,79
98,95
30,50
5,98
25,18
36,87
10,86
71,10
20,65
98,95
50,79
88,73
18,85
73,51
50,79
50,37
98,34
85,18
16,10
50,79
38,18
1,2
8,10
25,61
12,50
10,86
46,72
6,63
98,95
31,98
56,10
30,10
3,98
18,85,1
3,65
32,77
21,95
84,3
12,65
65,20
95,98
18,85
50,79
78,62
91,28
78,79
50,39,89
96,65
41,10
50,79
98,69
98,23
35,77
12,99
70,10
75,50
91,33
52,92
72,50,79
50,79
86,10
37,65
56,30
65,20
65,98
70,83
10,86
72,98
98,95
20,65
18,85
70,50
25,73
95,98
95,98
22,34
20,18
45,79
50,87
35,3
98,24
62,50
77,10
70,18
55,6
58,37
44,65
36,85
16,10
96,47
50,16
73,97
5,56
98,65
65,20
65,20
2,10
2,18
39,47
47,79
50,79
39,25
10,86
43,52
8,52
56,98
24,22
98,95
72,99
34,65
10,86
50,65
74,45
30,48
95,98,65
50,79
10,53
44,7
17,10
16,28
5,56
56,50
20,1,65
3,21
10,41
52,10
18,85
76,63
10,14
65,20
50,79
20,65
10,86
66,18
31,12
10,86
10,86,19
69,29
29,50
49,98
18,85
25,52
79,50
10,86
17,99
68,64
98,95
10,86
93,20
62,26
1,65
65,80
52,98
10,18
41,35
65,69
71,28
69,96
65,20
58,24,27
28,67
74,65
58,31
10,86
98,86
63,38
28,22
98,95
83,65
69,88
76,64
65,9,20
52,65,20
18,85
56,32
85,18
87,53
18,85
93,51
10,57
85,18
50,5
67,4
28,36
55,18
69,65
43,18
96,76
37,77
46,39
74,48
53,10
69,79
51,13
83,20
63,71
66,10
32,35
34,10
48,67
87,43
50,82
80,18
41,42
10,64
18,85
18,77
65,10
37,50
51,56,54
28,19
24,98,95
24,10
93,50
67,16
85,18
76,50
50,79
98,95
38,10
9,37
63,65
80,94
39,19
88,42
49,38
18,65
92,18
54,97
72,18,85
90,27
89,66
18,65
35,10
98,95
39,10
92,11
58,50
37,10,86
20,10,65
65,20
15,87
43,54,50
24,21,31
47,33
39,37
10,86
50,79
5,53
76,42
79,50
4,65
65,20
78,34
20,65
50,74
34,98
71,49
8,69
13,15,98
65,81
95,80
22,10
85,18
18,85
61,22
13,88
30,53
20,65
55,16
61,84
10,30
98,95
65,27
18,4
6,71
93,98
65,20
53,14
85,18
93,57
18,98
68,10
61,49
69,10
27,94
15,65
50,79
65,50,20
85,18
84,18
50,49
65,75
39,98
98,95
50,79
